Row,Truth,Validation,Naive Prob Calabria,Naive Prob Coastal-Sardinia,Naive Prob East-Liguria,Naive Prob Inland-Sardinia,Naive Prob North-Apulia,Naive Prob Sicily,Naive Prob South-Apulia,Naive Prob Umbria,Naive Prob West-Liguria
176,South-Apulia,Training,3.63589e-18,3.545626e-51,1.233512e-65,2.2699e-122,1.294534e-95,7.3876011e-8,0.9999999261,0,5.111822e-45
177,South-Apulia,Training,1.114081e-16,3.36004e-64,2.501083e-72,4.07532e-137,7.03167e-105,0.000192226,0.999807774,0,2.369414e-63
178,South-Apulia,Training,0.0000963279,5.388972e-15,3.231121e-24,5.348057e-17,2.961885e-43,0.0001272331,0.999776439,0,1.015068e-23
179,South-Apulia,Validation,2.0965917e-7,3.409637e-27,3.428088e-37,7.742579e-37,2.776086e-64,0.0000318363,0.999967954,0,3.700523e-33
180,South-Apulia,Training,3.8703507e-6,3.045106e-12,1.39956e-29,7.959186e-30,2.353587e-47,0.0000525147,0.9999436149,0,1.521453e-26
181,South-Apulia,Training,1.697638e-10,3.487044e-39,5.420771e-46,1.250929e-68,7.708765e-69,5.0514016e-6,0.9999949484,0,1.099997e-42
182,South-Apulia,Training,6.859333e-12,6.006077e-42,1.913095e-48,1.293125e-72,8.364323e-72,9.6200865e-7,0.999999038,0,1.20844e-41
183,South-Apulia,Training,1.080033e-10,1.145317e-41,1.075448e-47,1.110944e-75,3.432672e-67,0.0000272085,0.9999727914,0,1.422031e-49
184,South-Apulia,Training,8.0648576e-6,4.695173e-37,2.649085e-34,3.197933e-41,7.566546e-55,0.0001025023,0.9998894329,0,1.350911e-40
185,South-Apulia,Training,0.0000333223,4.195291e-28,4.96608e-27,2.554423e-31,5.137673e-48,0.0000453564,0.9999213212,0,4.706153e-27
186,South-Apulia,Validation,9.0713928e-7,3.499834e-31,7.891143e-35,5.980626e-24,7.666004e-65,0.0000737673,0.9999253255,0,1.364883e-30
187,South-Apulia,Training,0.0379383633,2.712434e-23,4.042259e-20,1.521815e-21,2.204423e-36,0.0044927284,0.9575689083,0,8.247106e-29
188,South-Apulia,Training,0.000056031,6.564272e-36,6.49403e-31,3.372404e-24,7.452759e-64,0.0074848492,0.9924591198,0,1.478473e-28
189,South-Apulia,Training,0.000178814,2.163685e-26,7.416654e-28,4.428108e-34,1.250839e-43,0.0004973074,0.9993238786,0,5.636665e-36
190,South-Apulia,Training,1.1995481e-7,3.499801e-55,2.282144e-37,1.316121e-65,4.042571e-61,0.0001522068,0.9998476733,0,8.383932e-38
191,South-Apulia,Training,4.6413906e-7,2.928047e-19,6.819117e-33,1.470686e-35,3.140393e-52,0.0000112871,0.9999882488,0,3.321427e-31
192,South-Apulia,Validation,3.618311e-11,2.035735e-30,1.106407e-46,1.382783e-69,2.432369e-68,1.8094041e-6,0.9999981906,0,4.016238e-41
193,South-Apulia,Training,4.1877804e-6,3.211355e-16,3.427927e-31,1.815923e-31,2.951945e-49,0.0001588799,0.9998369324,0,9.517499e-35
194,South-Apulia,Validation,1.084974e-18,1.278557e-56,1.076978e-75,7.56738e-132,1.18893e-113,2.1259824e-6,0.999997874,0,1.560185e-54
195,South-Apulia,Training,9.065572e-13,3.655094e-28,3.191407e-53,1.524003e-73,1.967323e-79,1.4521205e-6,0.9999985479,0,3.078593e-43
196,South-Apulia,Validation,0.0000251488,3.641608e-20,9.543845e-30,1.680609e-35,2.722375e-49,0.0002074852,0.999767366,0,1.529839e-31
197,South-Apulia,Validation,3.907114e-10,1.000063e-26,2.956896e-43,1.858468e-57,7.539644e-66,1.8621912e-6,0.9999981374,0,3.136096e-38
198,South-Apulia,Validation,3.978385e-25,3.077277e-82,2.406632e-94,1.6608e-178,1.72114e-140,8.6325836e-7,0.9999991367,0,8.851158e-63
199,South-Apulia,Training,1.342682e-19,8.587092e-64,2.16897e-78,4.45645e-143,1.54708e-115,3.8648891e-6,0.9999961351,0,2.19677e-59
200,South-Apulia,Validation,1.774159e-22,2.757584e-68,1.248375e-87,1.50804e-168,1.68721e-128,2.8855778e-6,0.9999971144,0,2.216677e-60
201,South-Apulia,Training,4.3100458e-9,1.005072e-27,7.373979e-42,2.370785e-59,5.066215e-63,0.0000245609,0.9999754348,0,6.778895e-42
202,South-Apulia,Validation,1.599196e-12,1.152902e-51,1.080209e-54,4.535941e-88,2.085017e-85,9.5235466e-6,0.9999904765,0,9.560377e-47
203,South-Apulia,Training,8.5914917e-8,1.199636e-17,1.973958e-35,4.651551e-42,6.072327e-54,0.0000124874,0.9999874267,0,6.367477e-34
204,South-Apulia,Training,2.087741e-25,9.857304e-71,1.609256e-94,7.56363e-192,1.34794e-135,6.6968318e-7,0.9999993303,0,4.104444e-62
205,South-Apulia,Validation,3.208073e-14,2.5413e-30,3.253711e-56,3.63035e-110,2.604671e-75,0.000004518,0.999995482,0,1.198709e-45
206,South-Apulia,Training,1.80501e-11,2.5196e-15,4.90112e-42,1.234228e-58,1.298131e-59,1.661499e-7,0.9999998338,0,7.147074e-31
207,South-Apulia,Validation,5.1534352e-9,1.31321e-15,7.887446e-40,7.576672e-56,4.722117e-56,0.0000284282,0.9999715667,0,1.48995e-38
208,South-Apulia,Training,1.501694e-11,2.988447e-35,3.553195e-49,2.124154e-84,3.400071e-70,7.1340575e-6,0.9999928659,0,1.184557e-43
209,South-Apulia,Validation,0.0010134733,4.143064e-15,1.20423e-22,3.868325e-20,2.682905e-37,0.0006520388,0.9983344879,0,2.103363e-28
210,South-Apulia,Validation,4.1322558e-6,3.516451e-19,2.706972e-30,8.698298e-33,1.568193e-47,0.0000446145,0.9999512533,0,1.499999e-32
211,South-Apulia,Training,0.1653154438,1.342169e-22,8.453759e-12,7.009267e-12,1.270948e-27,0.0046322096,0.8300523466,1.0985e-297,2.651966e-16
212,South-Apulia,Training,0.0008265067,2.8667542e-8,1.302726e-16,0.0036859123,1.545848e-30,0.0019330942,0.9935544581,0,6.079993e-18
213,South-Apulia,Validation,7.239893e-7,7.063367e-22,7.42501e-31,6.295786e-38,2.54637e-50,5.6888464e-6,0.9999935872,0,2.170207e-28
214,South-Apulia,Training,1.091606e-10,1.274085e-28,1.105007e-41,2.394663e-53,6.248081e-66,1.7338357e-7,0.9999998265,0,6.532522e-32
215,South-Apulia,Validation,0.0002889688,7.326876e-13,1.610542e-22,8.287401e-19,1.401817e-37,0.0001760064,0.9995350248,0,3.864308e-25
216,South-Apulia,Validation,0.3518159342,5.552566e-14,5.764397e-11,4.9008396e-6,1.968043e-23,0.0238376286,0.6243415363,0,6.072781e-18
217,South-Apulia,Training,6.616313e-10,1.12752e-63,1.149761e-48,5.215356e-71,4.057844e-83,0.0002184341,0.9997815653,0,6.003426e-47
218,South-Apulia,Training,1.0784136e-6,4.507282e-66,1.84503e-39,2.452112e-65,4.055091e-71,0.0035739187,0.9964250028,0,2.287475e-42
219,South-Apulia,Training,2.074673e-8,2.431743e-32,3.383947e-38,1.496092e-58,1.067487e-57,0.0000348031,0.9999651762,0,4.339076e-41
220,South-Apulia,Validation,1.764281e-11,7.320532e-34,1.039411e-48,1.322742e-77,4.028057e-70,7.4311229e-6,0.9999925689,0,1.615215e-46
221,South-Apulia,Training,0.000023158,3.485852e-24,2.220118e-28,6.740406e-36,2.516472e-43,0.0006375077,0.9993393343,0,5.977961e-39
222,South-Apulia,Training,0.0000054559,5.870505e-34,7.413224e-31,2.276414e-40,1.57744e-49,0.0000760713,0.9999184728,0,1.215951e-34
223,South-Apulia,Training,1.0104925e-7,1.002094e-46,2.396787e-38,2.181891e-54,3.501528e-65,0.0000399154,0.9999599836,0,8.268494e-38
224,South-Apulia,Training,5.933949e-10,9.160173e-54,1.307075e-45,9.092548e-68,5.595752e-73,0.0000165408,0.9999834586,0,1.352818e-42
225,South-Apulia,Training,3.342625e-6,1.638154e-41,6.898591e-35,1.642968e-47,5.498872e-59,0.0005147284,0.999481929,0,1.003572e-41
226,South-Apulia,Training,0.0059860535,7.46339e-34,6.805003e-23,2.104509e-27,9.538185e-44,0.0031194704,0.9908944761,0,1.814802e-30
227,South-Apulia,Training,0.2831542772,3.40471e-27,1.178861e-16,1.151572e-25,1.971999e-31,0.0805604109,0.6362853119,0,3.283119e-33
228,South-Apulia,Validation,1.8346856e-8,1.192914e-41,1.415974e-40,4.318548e-55,3.69716e-66,0.0000176622,0.9999823194,0,1.943443e-39
229,South-Apulia,Training,4.705604e-11,2.945356e-50,3.282678e-48,4.054061e-64,4.576067e-80,0.00000142,0.99999858,0,6.868195e-39
230,South-Apulia,Training,0.9146762259,1.478543e-33,4.1115835e-6,5.613859e-24,5.263413e-17,0.0834680776,0.0018515849,1.70956e-182,3.444476e-24
231,South-Apulia,Validation,0.0002195419,5.336265e-20,5.02392e-26,6.824178e-31,1.250799e-42,0.0006069313,0.9991735268,0,1.146259e-32
232,South-Apulia,Validation,0.0000232255,1.594721e-16,2.92505e-29,2.490213e-36,7.986105e-45,0.0005317663,0.9994450082,0,3.475815e-35
233,South-Apulia,Training,0.0657093067,8.792053e-34,2.76288e-16,3.813865e-30,1.008292e-30,0.0273850971,0.9069055962,0,5.229901e-31
234,South-Apulia,Training,9.338304e-10,6.098868e-44,3.530116e-44,8.768913e-61,7.233179e-71,6.4959812e-6,0.9999935031,0,8.675357e-41
235,South-Apulia,Training,3.4209243e-7,7.302824e-15,8.80158e-34,2.425533e-40,7.280448e-49,0.0000762238,0.9999234341,0,8.153278e-37
236,South-Apulia,Validation,0.0000136021,1.324036e-54,9.993345e-34,3.569089e-50,9.331906e-62,0.0009614392,0.9990249587,0,7.214525e-36
237,South-Apulia,Training,0.1193210674,6.044983e-18,7.344318e-16,1.528631e-14,6.058433e-28,0.0178096964,0.8628692362,0,1.592653e-28
238,South-Apulia,Validation,0.0018489815,6.306784e-18,1.330505e-21,1.580742e-19,8.003654e-36,0.0006264736,0.9975245449,0,5.113158e-28
239,South-Apulia,Training,4.718281e-9,8.722053e-29,3.319636e-40,1.28141e-56,8.274625e-59,6.4852955e-6,0.99999351,0,7.650006e-39
240,South-Apulia,Validation,6.4088209e-9,3.746386e-20,1.057642e-38,6.726123e-51,1.571428e-57,4.3242593e-6,0.9999956693,0,7.972339e-35
241,South-Apulia,Training,3.7505485e-8,1.368425e-32,6.400157e-38,3.977666e-51,3.089447e-59,8.9542897e-6,0.9999910082,0,9.602487e-37
242,South-Apulia,Training,1.194579e-15,2.960699e-50,4.257027e-62,1.966009e-98,2.551034e-94,2.7776706e-7,0.9999997222,0,5.289247e-47
243,South-Apulia,Training,7.466394e-6,1.125343e-27,6.184465e-30,5.839591e-33,1.61936e-50,0.0000269417,0.9999655919,0,1.577515e-30
244,South-Apulia,Training,2.4072147e-7,4.087298e-24,1.865751e-34,3.408953e-42,6.757358e-55,9.7347012e-6,0.9999900246,0,1.912838e-32
245,South-Apulia,Training,1.0918404e-9,2.168493e-27,1.051083e-42,4.339323e-61,5.042955e-62,8.547383e-6,0.9999914515,0,1.022037e-41
246,South-Apulia,Training,1.606135e-15,6.119372e-36,1.415724e-62,3.107324e-98,2.141884e-88,1.285201e-6,0.9999987148,0,8.326685e-50
247,South-Apulia,Training,1.1078453e-6,0.000027164,9.542394e-30,7.868539e-25,1.693822e-41,0.0010587751,0.998912953,0,8.410748e-33
248,South-Apulia,Validation,3.9190714e-9,9.536893e-25,3.123327e-41,7.226401e-51,9.216477e-63,7.1249767e-6,0.9999928711,0,8.230633e-39
249,South-Apulia,Training,2.427441e-15,1.339667e-49,2.216873e-59,1.12307e-107,1.542496e-84,9.656191e-7,0.9999990344,0,5.283591e-49
250,South-Apulia,Training,4.377188e-13,1.225771e-34,6.121781e-53,1.076009e-81,2.785144e-75,9.5605886e-7,0.9999990439,0,4.035511e-45
251,South-Apulia,Validation,7.595631e-13,6.112454e-23,5.184462e-52,4.829457e-81,8.04571e-69,4.7921405e-6,0.9999952079,0,6.841943e-45
252,South-Apulia,Validation,4.288226e-13,1.199761e-35,1.29789e-50,8.216921e-80,2.154561e-72,2.2078657e-7,0.9999997792,0,3.941428e-41
253,South-Apulia,Validation,0.000013372,3.290153e-24,4.31747e-29,6.359609e-32,2.838274e-46,0.000053253,0.999933375,0,8.00771e-32
254,South-Apulia,Training,1.7092302e-8,2.089532e-26,1.201802e-38,3.145623e-57,1.267049e-54,0.0000220271,0.9999779558,0,4.690081e-40
255,South-Apulia,Validation,1.4010655e-8,1.070343e-47,4.179022e-41,1.043712e-97,1.626831e-56,0.8473264588,0.1526735272,0,4.041406e-64
256,South-Apulia,Training,0.0010608652,1.730047e-25,1.162308e-25,9.162907e-37,1.392061e-44,0.0616663089,0.9372728259,0,4.284102e-43
257,South-Apulia,Training,6.2106449e-9,8.384019e-47,2.771895e-44,4.34297e-113,1.001572e-59,0.9989049016,0.0010950922,0,3.304184e-64
258,Sicily,Training,0.9285622402,1.290943e-33,0.0000205537,4.028045e-24,4.856185e-16,0.0710987313,0.0003184747,5.77622e-174,2.970301e-24
259,Sicily,Training,2.708303e-15,1.431296e-81,1.940378e-60,4.97723e-173,3.534068e-75,0.9991635497,0.0008364503,0,1.704774e-77
260,Sicily,Validation,0.0000804265,1.868506e-20,4.948482e-31,4.63299e-61,4.170258e-41,0.4299638538,0.5699557198,0,4.152918e-53
261,Sicily,Validation,0.0001844176,1.772768e-30,2.515465e-30,2.845295e-59,1.707381e-48,0.4857841066,0.5140314758,0,6.844074e-54
262,Sicily,Validation,0.0352658771,1.424496e-27,5.5191194e-7,5.669948e-19,1.689766e-18,0.9645831616,0.0001504094,8.74421e-276,8.930345e-42
263,Sicily,Training,1.9277555e-7,6.68749e-120,3.151632e-11,1.74314e-171,3.442032e-12,0.9999998072,1.411609e-23,1.022581e-82,1.943918e-36
264,Sicily,Training,0.0176131849,1.637668e-83,0.0001871875,1.14715e-104,1.3149779e-6,0.9821983127,1.4725e-15,2.740105e-85,1.051355e-31
265,Sicily,Validation,0.0051108007,1.50384e-71,0.0001333229,1.645948e-84,2.6417131e-6,0.9947532347,1.936589e-15,6.027921e-79,2.286276e-29
266,Sicily,Validation,8.527911e-13,1.618228e-69,0.0000178148,4.223414e-69,0.937560606,0.0624215792,2.870761e-17,1.915662e-69,3.740748e-28
267,Sicily,Training,4.4038092e-6,2.67907e-102,1.1774784e-9,4.66124e-139,9.77988e-11,0.9999955949,2.366745e-21,2.889432e-72,9.09593e-34
268,Sicily,Validation,0.0174313729,1.156262e-49,0.0994480417,9.129455e-49,0.0011887175,0.8819318679,3.197237e-11,9.047792e-98,5.795422e-25
269,Sicily,Training,0.8906419393,1.534101e-28,1.1765094e-7,6.550409e-24,2.569919e-12,0.1093451028,0.0000128402,2.2056e-316,5.370353e-35
270,Sicily,Training,0.070179774,9.143865e-24,0.000339492,2.026152e-12,6.914422e-6,0.9294729975,8.2198682e-7,4.62324e-238,1.220888e-21
271,Sicily,Training,2.252447e-14,2.413402e-81,0.0000232157,2.540496e-93,0.99003731,0.0099394743,4.459718e-19,5.746655e-43,6.469059e-27
272,Sicily,Training,4.107412e-12,2.982292e-66,0.0000152834,1.178048e-59,0.7767645345,0.2232201821,1.315661e-16,9.809975e-98,2.614556e-32
273,Sicily,Validation,0.1065425326,2.131344e-27,5.7577359e-7,6.564235e-19,4.285301e-8,0.8934568013,4.7481557e-8,1.4094e-281,4.392817e-32
274,Sicily,Training,0.0031487772,2.705417e-54,1.740072e-26,8.265087e-63,1.151275e-47,0.8497282951,0.1471229276,0,5.802252e-48
275,Sicily,Training,0.3982045605,1.567946e-38,3.7900088e-9,1.034298e-29,1.029872e-21,0.5857865077,0.016008928,6.40108e-243,5.47187e-35
276,Sicily,Training,0.0526301184,4.15508e-14,1.848279e-14,6.643344e-22,3.341211e-20,0.9013673923,0.0460024893,0,1.950433e-40
277,Sicily,Training,7.0285797e-6,1.364368e-37,1.957307e-33,2.393802e-62,1.038154e-52,0.0094035642,0.9905894072,0,2.353516e-45
278,Sicily,Training,2.5535024e-9,1.013962e-79,5.06001e-49,1.903214e-85,4.172026e-89,0.0089839433,0.9910160541,0,1.210739e-47
279,Sicily,Training,0.0000164651,2.86326e-33,2.336652e-30,5.538913e-51,1.991744e-46,0.0029847382,0.9969987967,0,9.680804e-45
280,Sicily,Validation,4.5479497e-6,5.461519e-47,2.476398e-25,1.802534e-54,4.033406e-42,0.1300460348,0.8699494172,0,9.597321e-53
281,Sicily,Validation,0.0701357557,5.379901e-36,3.436792e-11,1.607654e-31,1.204462e-21,0.8758084717,0.0540557725,0,3.978774e-42
282,Sicily,Validation,0.0015201487,1.181014e-33,3.315468e-14,5.195306e-32,2.943136e-26,0.8051818909,0.1932979604,0,2.75864e-49
283,Sicily,Training,0.1930169277,2.362801e-29,0.0000404189,5.858535e-18,1.586797e-15,0.805405837,0.0015368164,3.33775e-209,4.191588e-34
284,Sicily,Training,0.026177852,5.526756e-57,0.0281256023,7.457154e-64,0.0002440457,0.9454525,2.409898e-12,1.139456e-83,5.82431e-24
285,Sicily,Training,0.0799680202,2.548824e-52,0.0474433723,4.997846e-55,0.00027078,0.8723178275,2.046656e-11,1.248819e-99,7.353881e-27
286,Sicily,Training,0.95897496,4.003029e-46,3.404995e-6,1.678369e-40,2.528238e-12,0.0410115726,0.0000100624,3.34746e-218,4.329718e-30
287,Sicily,Training,2.0025192e-9,7.714047e-58,0.0084865699,2.79553e-56,0.9790742012,0.0124392269,1.281584e-14,2.104298e-60,1.76844e-23
288,Sicily,Validation,6.874069e-10,9.547539e-55,0.0013305609,8.328449e-47,0.9806397231,0.0180297153,2.027636e-14,9.26164e-81,2.502615e-28
289,Sicily,Training,7.4563625e-9,1.240651e-52,0.0018775866,6.362643e-44,0.8632184978,0.1349039082,1.523896e-13,6.293939e-99,2.130164e-25
290,Sicily,Validation,0.0014847123,3.540218e-59,3.1509911e-7,1.201134e-69,3.5766903e-9,0.998514969,4.136438e-15,7.11569e-124,6.05082e-31
291,Sicily,Validation,0.5524257723,2.986507e-37,0.043425306,1.56567e-29,0.0000275831,0.4041212957,4.2955436e-8,9.84194e-160,1.281113e-29
292,Sicily,Validation,0.9545510819,9.737042e-38,0.0011615584,6.309015e-29,2.2172854e-8,0.044286536,8.015372e-7,3.42192e-184,1.028212e-29
293,Sicily,Validation,0.7513325055,1.257853e-54,0.0013882638,2.038556e-58,1.0767979e-7,0.2472791228,2.562478e-10,1.1475e-137,5.226206e-30
294,South-Apulia,Training,0.0003409406,1.179876e-16,1.927787e-24,4.252768e-18,9.971474e-40,0.0005314791,0.9991275803,0,7.4287e-30
295,South-Apulia,Validation,2.4215349e-6,1.557108e-13,1.703408e-24,1.567587e-14,2.540212e-42,7.1084515e-6,0.99999047,0,5.030252e-20
296,South-Apulia,Training,0.1068277189,1.619371e-31,3.498814e-19,1.10233e-26,4.176618e-35,0.0241274836,0.8690447975,0,2.146383e-33
297,South-Apulia,Training,4.3205793e-9,9.369716e-22,5.584039e-39,6.561201e-42,7.083469e-59,0.0000146955,0.9999853002,0,2.19617e-39
298,South-Apulia,Training,0.3490119335,3.729417e-21,2.6747199e-8,5.3801069e-8,5.587413e-21,0.0828385468,0.5681494391,1.57142e-238,7.785816e-14
299,South-Apulia,Training,3.476132e-27,5.01391e-118,1.595754e-97,7.47899e-216,6.90479e-127,0.0005071693,0.9994928307,0,4.771258e-82
300,South-Apulia,Validation,1.465462e-22,8.506291e-95,1.202098e-86,2.58647e-149,6.15099e-129,5.184208e-6,0.9999948158,0,1.085719e-63
301,South-Apulia,Validation,7.050878e-11,1.75255e-57,6.818539e-47,1.871798e-94,9.876516e-64,0.0049654105,0.9950345894,0,2.781018e-69
302,South-Apulia,Training,2.939086e-11,6.876857e-40,3.093389e-47,1.856713e-77,9.688956e-65,0.0000162135,0.9999837865,0,6.772607e-48
303,South-Apulia,Training,1.9885487e-6,1.631629e-31,6.365757e-34,5.168466e-40,3.078782e-52,0.0002894558,0.9997085556,0,1.592317e-40
304,South-Apulia,Validation,0.00007114,8.741449e-17,1.895108e-25,1.806339e-19,1.006425e-41,0.0001270013,0.9998018587,0,6.813419e-28
305,South-Apulia,Training,2.1919591e-9,4.410756e-34,7.915349e-40,1.331518e-46,1.851447e-61,7.4687205e-7,0.9999992509,0,7.630782e-30
306,South-Apulia,Validation,3.300323e-29,4.96243e-114,3.09839e-102,2.15534e-252,1.69177e-133,0.0060683239,0.9939316761,0,4.25436e-85
307,South-Apulia,Training,9.668268e-28,3.44691e-115,4.338954e-95,6.99195e-220,1.33132e-120,0.0052466952,0.9947533048,0,5.126156e-89
308,South-Apulia,Training,0.0000645197,2.683667e-44,7.060687e-35,1.116002e-47,2.689558e-57,0.0024190748,0.9975164056,0,1.078616e-50
309,South-Apulia,Validation,3.388351e-14,1.949713e-52,2.097721e-58,3.48385e-108,3.845526e-85,0.0002442633,0.9997557367,0,9.222451e-60
310,South-Apulia,Training,9.4391325e-7,8.066861e-15,3.056444e-25,1.590609e-15,8.782107e-44,3.7997511e-6,0.9999952563,0,9.714651e-20
311,South-Apulia,Validation,1.074548e-16,1.453563e-60,8.539475e-59,8.56451e-105,1.569353e-86,3.660552e-8,0.9999999634,0,8.104788e-44
312,South-Apulia,Training,1.805465e-18,1.026229e-79,5.826099e-72,1.25363e-120,7.89449e-110,5.4384753e-6,0.9999945615,0,2.124645e-58
313,South-Apulia,Training,3.657461e-24,1.1435e-106,7.152755e-94,8.55804e-158,2.33572e-146,0.0000112369,0.9999887631,0,8.343597e-66
314,South-Apulia,Validation,1.994749e-31,1.21139e-135,3.45616e-108,7.43191e-239,1.41367e-154,0.0002154025,0.9997845975,0,1.716248e-78
315,South-Apulia,Training,4.967398e-25,7.13205e-110,3.628523e-92,1.66422e-171,5.93205e-135,0.0000143267,0.9999856733,0,4.4017e-68
316,South-Apulia,Training,1.695886e-8,2.165234e-44,1.08972e-42,4.006128e-52,6.639132e-70,0.0003753115,0.9996246715,0,9.345506e-49
317,South-Apulia,Training,1.164853e-24,1.09886e-111,1.973585e-83,5.40975e-184,7.89065e-117,0.0443245975,0.9556754025,0,8.871042e-98
318,South-Apulia,Training,3.94165e-26,1.28991e-116,5.890732e-97,2.42302e-191,5.36976e-143,0.0001803167,0.9998196833,0,1.292677e-72
319,South-Apulia,Training,4.38896e-22,1.686442e-98,5.588641e-85,7.02565e-161,2.60385e-125,0.0000300629,0.9999699371,0,2.243954e-67
320,South-Apulia,Training,9.875835e-19,1.279334e-68,7.439282e-78,4.42627e-131,5.05358e-118,0.000048469,0.999951531,0,1.997673e-66
321,South-Apulia,Validation,1.199039e-16,1.220567e-50,6.382467e-69,5.9951e-111,3.36779e-101,9.418371e-6,0.9999905816,0,5.358225e-60
322,South-Apulia,Training,1.336524e-29,1.46883e-118,5.53366e-108,1.66861e-213,7.94404e-154,0.0000401455,0.9999598545,0,9.995218e-78
323,South-Apulia,Training,2.697368e-7,7.614342e-42,7.791551e-39,9.776136e-59,1.966075e-55,0.0001364451,0.9998632852,0,2.274966e-47
324,Inland-Sardinia,Validation,1.147352e-6,7.83925e-11,7.23944e-13,0.9763273295,1.181567e-21,0.0234319397,0.0002395834,0,8.964609e-44
325,Inland-Sardinia,Training,1.1602837e-9,1.918577e-13,8.310002e-16,0.9994285387,8.847584e-26,0.0005608113,0.0000106489,0,3.573724e-35
326,Inland-Sardinia,Validation,1.463029e-10,1.563081e-12,1.451775e-12,0.9999944698,9.039415e-18,5.5171569e-6,1.2888646e-8,0,8.063062e-37
327,Inland-Sardinia,Validation,1.8470479e-9,8.7182299e-7,2.416864e-15,0.9998795391,8.462051e-21,0.0001184307,1.1565671e-6,0,4.128445e-39
328,Inland-Sardinia,Validation,2.314346e-12,1.237749e-11,1.281377e-14,0.9999979721,5.279975e-19,2.0252335e-6,2.6335835e-9,0,1.125147e-35
329,Inland-Sardinia,Validation,9.0093106e-8,0.000680826,3.833735e-16,0.9992881177,2.373292e-22,0.0000101375,0.0000208287,0,1.396479e-21
330,Inland-Sardinia,Training,3.9068935e-7,4.0638462e-8,2.316449e-14,0.9998193265,8.648644e-26,3.9069313e-6,0.0001763352,0,4.800619e-18
331,Inland-Sardinia,Training,9.1236352e-7,2.409195e-11,2.873114e-12,0.9999855978,3.634512e-19,6.8215481e-6,6.6683113e-6,0,1.960815e-19
332,Inland-Sardinia,Validation,1.9468832e-9,8.291885e-10,1.86594e-14,0.9999992692,9.839162e-19,6.6472585e-7,6.3255811e-8,0,1.250999e-20
333,Inland-Sardinia,Training,2.638517e-8,0.0000027798,1.559718e-15,0.9999923134,8.562794e-22,2.0921882e-6,2.7882136e-6,0,5.349848e-20
334,Inland-Sardinia,Training,1.8243463e-9,1.9272347e-8,7.399566e-16,0.9999990032,8.624406e-20,8.5461311e-7,1.2112673e-7,0,1.939917e-23
335,Coastal-Sardinia,Training,1.367285e-12,0.9999995421,5.955993e-28,7.651001e-20,5.230473e-35,4.080245e-9,4.538277e-7,0,5.141359e-24
336,Coastal-Sardinia,Validation,5.88686e-13,0.9999990086,1.121386e-30,3.612133e-25,1.213755e-38,1.1003831e-8,9.8036865e-7,0,2.075931e-32
337,Coastal-Sardinia,Validation,1.633145e-13,0.9999989722,1.808207e-31,6.252396e-25,1.007011e-39,3.8476909e-9,1.0239784e-6,0,7.754662e-29
338,Coastal-Sardinia,Validation,8.022058e-13,0.9999927308,5.418976e-28,5.419319e-18,2.660394e-38,2.5173796e-7,7.0174148e-6,0,1.278606e-32
339,Coastal-Sardinia,Training,8.364952e-13,0.999990584,1.780453e-34,9.252174e-38,9.780572e-40,3.9758036e-7,9.0183807e-6,0,9.598387e-36
340,Coastal-Sardinia,Training,6.751158e-11,0.9997588414,8.181421e-32,7.106121e-32,8.182608e-41,1.4587752e-7,0.0002410126,0,7.522854e-29
341,Inland-Sardinia,Validation,4.2464365e-8,2.0208493e-9,2.04824e-13,0.999997023,5.214082e-18,2.6778734e-6,2.5468134e-7,0,8.505457e-21
342,Inland-Sardinia,Training,2.7249089e-8,1.193037e-12,2.506574e-13,0.9999819245,2.622314e-18,0.0000174784,5.6989394e-7,0,1.334729e-23
343,Inland-Sardinia,Training,1.877126e-10,1.6710371e-9,1.693296e-14,0.9999994242,4.571047e-19,5.5013497e-7,2.3826535e-8,0,2.857907e-23
344,Inland-Sardinia,Training,0.0001013095,5.900284e-12,3.903375e-10,0.995039804,1.093773e-14,0.0048097508,0.0000491353,0,1.006741e-30
345,Inland-Sardinia,Validation,0.0000722377,2.815364e-10,2.572499e-13,0.9992646782,1.996672e-18,0.000569759,0.0000933248,0,1.191427e-25
346,Inland-Sardinia,Training,8.9556387e-8,2.534732e-11,1.359532e-12,0.9999927129,4.43281e-16,6.8394048e-6,3.5810378e-7,0,2.255711e-21
347,Inland-Sardinia,Validation,1.828119e-10,8.290852e-12,4.319617e-12,0.9999937278,4.128588e-15,6.269196e-6,2.829524e-9,0,2.567279e-33
348,Inland-Sardinia,Training,1.7036838e-8,1.9495964e-8,1.601237e-14,0.9999976158,8.628848e-21,1.4101988e-6,9.3745702e-7,0,7.490025e-19
349,Inland-Sardinia,Validation,7.2430058e-7,3.635875e-13,1.3621387e-9,0.9994551004,1.744269e-12,0.0005438782,2.9577641e-7,0,5.017528e-29
350,Inland-Sardinia,Training,1.2327734e-7,6.213028e-12,1.468905e-13,0.999977052,1.646798e-17,0.0000224387,3.8608136e-7,0,6.924318e-26
351,Inland-Sardinia,Training,2.982645e-11,4.998951e-10,1.60937e-13,0.9999935268,1.023049e-18,6.4592312e-6,1.347894e-8,0,6.839657e-32
352,Inland-Sardinia,Validation,3.3051344e-7,3.8258161e-8,2.931511e-13,0.9999932927,7.673695e-20,8.7819331e-7,5.4603572e-6,0,3.704288e-20
