PAR_TC,PAR_SC,PAR_SC_V,PAR_ASE1,PAR_ASE2,PAR_ASE3,PAR_ASE4,PAR_ASE5,PAR_ASE6,PAR_ASE7,PAR_ASE8,PAR_ASE9,PAR_ASE10,PAR_ASE11,PAR_ASE12,PAR_ASE13,PAR_ASE14,PAR_ASE15,PAR_ASE16,PAR_ASE17,PAR_ASE18,PAR_ASE19,PAR_ASE20,PAR_ASE21,PAR_ASE22,PAR_ASE23,PAR_ASE24,PAR_ASE25,PAR_ASE26,PAR_ASE27,PAR_ASE28,PAR_ASE29,PAR_ASE30,PAR_ASE31,PAR_ASE32,PAR_ASE33,PAR_ASE34,PAR_ASE_M,PAR_ASEV1,PAR_ASEV2,PAR_ASEV3,PAR_ASEV4,PAR_ASEV5,PAR_ASEV6,PAR_ASEV7,PAR_ASEV8,PAR_ASEV9,PAR_ASEV10,PAR_ASEV11,PAR_ASEV12,PAR_ASEV13,PAR_ASEV14,PAR_ASEV15,PAR_ASEV16,PAR_ASEV17,PAR_ASEV18,PAR_ASEV19,PAR_ASEV20,PAR_ASEV21,PAR_ASEV22,PAR_ASEV23,PAR_ASEV24,PAR_ASEV25,PAR_ASEV26,PAR_ASEV27,PAR_ASEV28,PAR_ASEV29,PAR_ASEV30,PAR_ASEV31,PAR_ASEV32,PAR_ASEV33,PAR_ASEV34,PAR_ASE_MV,PAR_ASC,PAR_ASC_V,PAR_ASS,PAR_ASS_V,PAR_SFM1,PAR_SFM2,PAR_SFM3,PAR_SFM4,PAR_SFM5,PAR_SFM6,PAR_SFM7,PAR_SFM8,PAR_SFM9,PAR_SFM10,PAR_SFM11,PAR_SFM12,PAR_SFM13,PAR_SFM14,PAR_SFM15,PAR_SFM16,PAR_SFM17,PAR_SFM18,PAR_SFM19,PAR_SFM20,PAR_SFM21,PAR_SFM22,PAR_SFM23,PAR_SFM24,PAR_SFM_M,PAR_SFMV1,PAR_SFMV2,PAR_SFMV3,PAR_SFMV4,PAR_SFMV5,PAR_SFMV6,PAR_SFMV7,PAR_SFMV8,PAR_SFMV9,PAR_SFMV10,PAR_SFMV11,PAR_SFMV12,PAR_SFMV13,PAR_SFMV14,PAR_SFMV15,PAR_SFMV16,PAR_SFMV17,PAR_SFMV18,PAR_SFMV19,PAR_SFMV20,PAR_SFMV21,PAR_SFMV22,PAR_SFMV23,PAR_SFMV24,PAR_SFM_MV,PAR_MFCC1,PAR_MFCC2,PAR_MFCC3,PAR_MFCC4,PAR_MFCC5,PAR_MFCC6,PAR_MFCC7,PAR_MFCC8,PAR_MFCC9,PAR_MFCC10,PAR_MFCC11,PAR_MFCC12,PAR_MFCC13,PAR_MFCC14,PAR_MFCC15,PAR_MFCC16,PAR_MFCC17,PAR_MFCC18,PAR_MFCC19,PAR_MFCC20,PAR_MFCCV1,PAR_MFCCV2,PAR_MFCCV3,PAR_MFCCV4,PAR_MFCCV5,PAR_MFCCV6,PAR_MFCCV7,PAR_MFCCV8,PAR_MFCCV9,PAR_MFCCV10,PAR_MFCCV11,PAR_MFCCV12,PAR_MFCCV13,PAR_MFCCV14,PAR_MFCCV15,PAR_MFCCV16,PAR_MFCCV17,PAR_MFCCV18,PAR_MFCCV19,PAR_MFCCV20,PAR_THR_1RMS_TOT,PAR_THR_2RMS_TOT,PAR_THR_3RMS_TOT,PAR_THR_1RMS_10FR_MEAN,PAR_THR_1RMS_10FR_VAR,PAR_THR_2RMS_10FR_MEAN,PAR_THR_2RMS_10FR_VAR,PAR_THR_3RMS_10FR_MEAN,PAR_THR_3RMS_10FR_VAR,PAR_PEAK_RMS_TOT,PAR_PEAK_RMS10FR_MEAN,PAR_PEAK_RMS10FR_VAR,PAR_ZCD,PAR_1RMS_TCD,PAR_2RMS_TCD,PAR_3RMS_TCD,PAR_ZCD_10FR_MEAN,PAR_ZCD_10FR_VAR,PAR_1RMS_TCD_10FR_MEAN,PAR_1RMS_TCD_10FR_VAR,PAR_2RMS_TCD_10FR_MEAN,PAR_2RMS_TCD_10FR_VAR,PAR_3RMS_TCD_10FR_MEAN,PAR_3RMS_TCD_10FR_VAR,GENRE
2.7332,929.29,587100,-0.14392,-0.13705,-0.13008,-0.12628,-0.12534,-0.13175,-0.13532,-0.12876,-0.12814,-0.13479,-0.14663,-0.14772,-0.15287,-0.16341,-0.17761,-0.16907,-0.15061,-0.17235,-0.15842,-0.15532,-0.15032,-0.14955,-0.14878,-0.15463,-0.15485,-0.181,-0.18939,-0.1871,-0.19516,-0.20635,-0.2137,-0.23024,-0.25134,-0.30214,-0.16559,0.00040989,0.00047428,0.00054292,0.00046893,0.00046517,0.00043687,0.00040909,0.00028325,0.00033634,0.00039038,0.0005405,0.00040874,0.00066235,0.00047227,0.00034067,0.0005199,0.00076521,0.00044148,0.00035307,0.00042439,0.00055892,0.00061675,0.00044226,0.00055067,0.00062101,0.00085204,0.00032546,0.00048712,0.00037563,0.00019751,0.00021664,0.00091628,0.0017972,0.00046434,0.00051669,-1.6036,1.6939,1.5701,0.16326,0.17062,0.0053738,0.08955,0.097922,0.062988,0.059121,0.039877,0.021722,0.047389,0.04206,0.029222,0.023113,0.060792,0.048329,0.030307,0.024284,0.079403,0.084438,0.07293,0.048347,0.10288,0.064088,0.035135,0.024389,0.056845,0.00348,0.00000304,0.0012352,0.0015541,0.00073683,0.00050469,0.00042999,0.00026303,0.00082772,0.00057837,0.00036325,0.00023945,0.0011056,0.00075819,0.00047425,0.00030868,0.0012788,0.001078,0.00036011,0.00039264,0.00070732,0.00098934,0.00074063,0.00084107,0.0008021,-0.41526,-0.50638,0.61482,0.021919,0.10914,0.26617,0.12444,0.21581,-0.025016,0.066497,-0.21315,-0.040428,0.019516,0.0207,0.12977,-0.061061,-0.089013,0.0076143,-0.12541,0.023433,-0.41526,-0.50638,0.61482,0.021919,0.10914,0.26617,0.12444,0.21581,-0.025016,0.066497,-0.21315,-0.040428,0.019516,0.0207,0.12977,-0.061061,-0.089013,0.0076143,-0.12541,0.023433,0.086608,0.028884,0.0098685,0.13703,0.0012339,0.02498,0.0000115,0.0040163,0.00002,8.1086,13.001,67.877,0.06059,0.044553,0.020254,0.0096054,0.062171,0.00045995,0.04923,0.0026426,0.023641,0.00084766,0.011461,0.00024149,Blues
1.6602,719.25,48610,-0.14875,-0.15321,-0.15018,-0.14641,-0.14399,-0.1453,-0.14602,-0.14028,-0.13879,-0.12466,-0.11856,-0.12603,-0.11579,-0.12185,-0.12679,-0.14075,-0.12018,-0.12697,-0.13406,-0.14281,-0.13753,-0.14552,-0.1473,-0.15312,-0.16415,-0.17726,-0.19784,-0.20857,-0.21192,-0.22347,-0.23581,-0.25697,-0.2959,-0.29294,-0.16352,0.00038212,0.00051549,0.00069381,0.00092378,0.000966,0.00081807,0.00064763,0.00043356,0.00032234,0.00029993,0.00028326,0.00035031,0.00024546,0.0004934,0.00046795,0.00022491,0.00024068,0.0003653,0.00041037,0.00031262,0.00015013,0.00016462,0.00017894,0.00021144,0.00016774,0.00016561,0.00017107,0.00022204,0.00018714,0.00016361,0.00022197,0.00032206,0.00098662,0.00097693,0.00040256,-1.0431,0.24857,1.2051,0.13934,0.17259,0.0048532,0.098339,0.087106,0.052316,0.040224,0.027568,0.021549,0.040347,0.032892,0.026529,0.025642,0.064087,0.039909,0.02935,0.023163,0.068965,0.046232,0.0429,0.039794,0.082614,0.072047,0.046914,0.082615,0.052856,0.002848,0.00000342,0.0010752,0.001759,0.00045156,0.00050476,0.00025384,0.00014423,0.00067627,0.00036,0.00019949,0.00016028,0.00057462,0.00036148,0.0002636,0.00017851,0.00086262,0.00068527,0.00048411,0.00044916,0.0009953,0.00093909,0.0012263,0.000000736,0.00064404,1.1592,-0.8783,0.41788,-0.45325,0.13706,-0.1013,0.015752,-0.075774,-0.13135,-0.16675,-0.060536,-0.073461,-0.0036887,-0.0052969,0.065918,0.029335,-0.096814,-0.10528,-0.016886,-0.1354,1.1592,-0.8783,0.41788,-0.45325,0.13706,-0.1013,0.015752,-0.075774,-0.13135,-0.16675,-0.060536,-0.073461,-0.0036887,-0.0052969,0.065918,0.029335,-0.096814,-0.10528,-0.016886,-0.1354,0.11305,0.033601,0.0086984,0.14689,0.00016138,0.027189,0.0000145,0.0022422,0.00000365,7.1518,17.735,335.64,0.042458,0.034467,0.013941,0.00478,0.044261,0.0000649,0.03397,0.0010741,0.012936,0.00024855,0.0039075,0.0000388,Classical
2.1547,269.48,243870,-0.086069,-0.085548,-0.084209,-0.083548,-0.086068,-0.094654,-0.091498,-0.097099,-0.11289,-0.11134,-0.14786,-0.15714,-0.14384,-0.13716,-0.18139,-0.18776,-0.18806,-0.1827,-0.17744,-0.17469,-0.18924,-0.16757,-0.18726,-0.17888,-0.17301,-0.18424,-0.18928,-0.19414,-0.19415,-0.1995,-0.21479,-0.23153,-0.28362,-0.2917,-0.16147,0.00020734,0.00045961,0.00034127,0.00032114,0.00027873,0.00013118,0.000119,0.000124,0.00034552,0.00017189,0.00072807,0.0003971,0.00053106,0.00066455,0.00070944,0.00047776,0.00023701,0.00060612,0.00042817,0.00043341,0.00038893,0.00079028,0.00037617,0.0002461,0.00029855,0.00034793,0.00047593,0.00068422,0.00063794,0.00064921,0.00078039,0.0010119,0.0010354,0.00041676,0.00046624,-3.3543,0.36479,1.2183,0.18541,0.12275,0.0042308,0.10338,0.086018,0.032409,0.038611,0.043523,0.034528,0.058601,0.054422,0.032266,0.025557,0.059746,0.049683,0.046824,0.041091,0.087064,0.071487,0.062474,0.045655,0.08379,0.069857,0.035439,0.070044,0.056644,0.0047378,0.0000042,0.0014223,0.0015752,0.00052687,0.0004422,0.00029751,0.00017623,0.00057739,0.00044856,0.00026304,0.00029325,0.0011189,0.00056275,0.00033735,0.00018478,0.00074415,0.00072533,0.00041345,0.00034301,0.0012456,0.00081304,0.00088251,0.00070419,0.00078499,0.027566,0.77148,0.80784,0.44231,0.39249,-0.041194,-0.037917,-0.018201,-0.10089,0.23232,0.074711,-0.0078068,0.22328,0.19078,0.0058852,-0.059681,0.037142,-0.010916,-0.14947,-0.014035,0.027566,0.77148,0.80784,0.44231,0.39249,-0.041194,-0.037917,-0.018201,-0.10089,0.23232,0.074711,-0.0078068,0.22328,0.19078,0.0058852,-0.059681,0.037142,-0.010916,-0.14947,-0.014035,0.13758,0.033528,0.0021451,0.16835,0.00028819,0.015086,0.0000495,0.00046259,0.00000111,3.8127,4.4536,2.2692,0.02649,0.023528,0.0054512,0.00092517,0.028223,0.00029918,0.02541,0.00011029,0.005551,0.0000186,0.00078367,0.00000275,Metal
2.578,339.14,18255,-0.14071,-0.13203,-0.11871,-0.11216,-0.11006,-0.11205,-0.11168,-0.10375,-0.10633,-0.11607,-0.11955,-0.12312,-0.11754,-0.13033,-0.13252,-0.14019,-0.13911,-0.15234,-0.15919,-0.17141,-0.16039,-0.16404,-0.17346,-0.17565,-0.1732,-0.18678,-0.21353,-0.20929,-0.22791,-0.21765,-0.23532,-0.22525,-0.30452,-0.3017,-0.16228,0.00030878,0.00036157,0.00054295,0.00060083,0.00067153,0.00060509,0.00041693,0.0003147,0.0004636,0.00039987,0.00063107,0.00027783,0.00036262,0.0002274,0.00026651,0.0002072,0.00031969,0.00018246,0.00023233,0.00015052,0.00020075,0.00016881,0.00014765,0.00015225,0.00018364,0.00031516,0.00018936,0.00029719,0.00022787,0.00036181,0.00043949,0.00059021,0.00040774,0.00041419,0.00034234,-2.1708,0.30057,1.0337,0.048137,0.13264,0.005046,0.088745,0.088659,0.064101,0.05727,0.041028,0.029876,0.060969,0.056822,0.042034,0.030535,0.079123,0.064148,0.056861,0.041422,0.078329,0.061781,0.058426,0.041127,0.079774,0.056812,0.023645,0.082638,0.059242,0.0036979,0.00000404,0.0016553,0.0014442,0.00077717,0.0004313,0.00029039,0.00019923,0.00062307,0.00039687,0.00032049,0.00019934,0.0005624,0.00040496,0.00031724,0.00024331,0.00086768,0.00064142,0.00034784,0.00039687,0.0010944,0.0010316,0.00072274,0.000000691,0.00069461,1.199,0.034322,0.56959,-0.20838,0.14268,-0.066676,0.15558,0.12123,-0.24248,0.097036,-0.055169,0.0045283,-0.067911,0.1194,-0.074978,0.15551,-0.12793,-0.075392,-0.03778,-0.072967,1.199,0.034322,0.56959,-0.20838,0.14268,-0.066676,0.15558,0.12123,-0.24248,0.097036,-0.055169,0.0045283,-0.067911,0.1194,-0.074978,0.15551,-0.12793,-0.075392,-0.03778,-0.072967,0.12829,0.028925,0.0063991,0.1286,0.0000621,0.027396,0.000017,0.0059211,0.00000433,5.125,5.4545,0.41196,0.023805,0.021324,0.0058685,0.0015964,0.024457,0.00000981,0.020571,0.0000431,0.0050395,0.00000436,0.0011973,0.0000013,Jazz
2.4724,395.7,79229,-0.16455,-0.16125,-0.15102,-0.13573,-0.11683,-0.10278,-0.094916,-0.095424,-0.10862,-0.12191,-0.12508,-0.13997,-0.13372,-0.13098,-0.14328,-0.14105,-0.15931,-0.1577,-0.15486,-0.15731,-0.16337,-0.16741,-0.17076,-0.1755,-0.17445,-0.17472,-0.18595,-0.18578,-0.20522,-0.20352,-0.21163,-0.25434,-0.29772,-0.29498,-0.16358,0.00045147,0.00071752,0.00092058,0.00077104,0.00058351,0.0004437,0.00035602,0.0003025,0.00049636,0.00035185,0.000385,0.00035039,0.0004043,0.00043409,0.00022842,0.00026203,0.0002119,0.00014587,0.00018777,0.00028363,0.00038111,0.00028921,0.00021932,0.00017913,0.00017931,0.00025124,0.00024781,0.00022623,0.00032216,0.00042132,0.00058832,0.00093144,0.00056752,0.0005729,0.00040191,-2.1788,0.30527,1.0077,0.13517,0.17151,0.0050613,0.092239,0.094611,0.058787,0.054783,0.039477,0.039266,0.075119,0.063411,0.045804,0.040926,0.091369,0.073042,0.064619,0.053692,0.10131,0.092036,0.063071,0.044081,0.084676,0.046943,0.041431,0.082822,0.067504,0.0031587,0.00000296,0.0015522,0.0016311,0.00091071,0.00048313,0.000319,0.0001525,0.00040423,0.00027083,0.00025355,0.00022912,0.00070848,0.00032512,0.00025202,0.00014704,0.00062473,0.00027677,0.00036978,0.0003326,0.00094899,0.00098072,0.0012638,0.0000000681,0.00064992,0.47631,0.39856,0.32154,0.21945,0.20628,-0.044832,-0.0064249,0.070116,0.087033,0.17184,-0.047718,0.1226,-0.0057856,0.038964,0.032391,0.016342,-0.035256,-0.048185,-0.068843,-0.033358,0.47631,0.39856,0.32154,0.21945,0.20628,-0.044832,-0.0064249,0.070116,0.087033,0.17184,-0.047718,0.1226,-0.0057856,0.038964,0.032391,0.016342,-0.035256,-0.048185,-0.068843,-0.033358,0.13288,0.028408,0.0054104,0.14461,0.00018201,0.025823,0.0000254,0.0033524,0.00000654,5.7396,6.89,3.2118,0.029578,0.025782,0.0067302,0.0017415,0.03163,0.0000967,0.025121,0.0000582,0.0058612,0.0000161,0.0013061,0.00000299,Jazz
2.6815,532.76,31626,-0.13162,-0.12303,-0.11138,-0.10442,-0.10235,-0.10999,-0.11906,-0.12929,-0.13207,-0.11996,-0.11603,-0.11162,-0.10469,-0.10182,-0.11035,-0.11586,-0.11078,-0.11984,-0.11977,-0.14547,-0.14943,-0.15058,-0.15689,-0.17687,-0.19003,-0.19985,-0.21407,-0.23331,-0.24397,-0.25721,-0.26796,-0.28041,-0.28341,-0.28058,-0.15953,0.00051698,0.0005682,0.0005172,0.0004082,0.00039279,0.00038818,0.00044954,0.00022058,0.00030523,0.00047589,0.00058836,0.00048599,0.00041113,0.00042149,0.00065722,0.00036683,0.00068887,0.00031183,0.00053486,0.0003408,0.00011705,0.00019946,0.0001738,0.00021925,0.00026612,0.0002074,0.00018916,0.00016689,0.0001566,0.00011136,0.00011436,0.00020426,0.00021135,0.0002116,0.00034114,-1.4231,0.42442,1.154,0.13169,0.16889,0.0048565,0.088319,0.082341,0.052905,0.041826,0.027194,0.023402,0.043404,0.028653,0.026403,0.025635,0.064313,0.042781,0.03893,0.030697,0.069019,0.061249,0.056666,0.055815,0.11137,0.10957,0.092939,0.08286,0.059585,0.0033156,0.00000418,0.0012315,0.001417,0.00070836,0.00066637,0.00033524,0.00018757,0.00047718,0.00033464,0.00026257,0.0001535,0.00080428,0.00039996,0.00031965,0.00021149,0.00095118,0.00090174,0.00061378,0.00037902,0.000847,0.00041655,0.00021591,0.000000106,0.00063143,2.9008,-1.037,0.18697,-0.51152,-0.018408,-0.052986,-0.058284,-0.22487,-0.0086582,-0.04922,-0.032255,-0.07414,-0.041627,-0.036058,0.045685,0.0073302,-0.033535,-0.058151,-0.06763,-0.038691,2.9008,-1.037,0.18697,-0.51152,-0.018408,-0.052986,-0.058284,-0.22487,-0.0086582,-0.04922,-0.032255,-0.07414,-0.041627,-0.036058,0.045685,0.0073302,-0.033535,-0.058151,-0.06763,-0.038691,0.14561,0.025315,0.0039819,0.15373,0.00014692,0.022563,0.000012,0.0023837,0.0000028,4.8106,5.2012,0.34835,0.028585,0.032263,0.0073696,0.0011701,0.029872,0.0000265,0.032718,0.0000386,0.0066122,0.00000923,0.00081633,0.000000733,Classical
2.4484,728.89,251050,-0.15659,-0.14996,-0.12907,-0.11446,-0.10787,-0.1105,-0.12076,-0.12681,-0.12847,-0.13726,-0.14021,-0.13634,-0.13261,-0.14236,-0.14621,-0.15668,-0.14635,-0.15775,-0.14929,-0.15347,-0.15864,-0.14887,-0.14816,-0.15983,-0.16344,-0.16953,-0.1815,-0.17785,-0.19618,-0.21084,-0.21598,-0.2275,-0.31963,-0.31706,-0.16288,0.0012393,0.0015495,0.0010539,0.00066116,0.00055496,0.00054016,0.00056343,0.0004128,0.00052851,0.00053991,0.00057783,0.00046641,0.00038396,0.0002399,0.0011106,0.00097607,0.00073886,0.00047337,0.0005401,0.00039932,0.00038853,0.00041976,0.00042822,0.00044492,0.00029659,0.00027223,0.00025224,0.00039437,0.00034684,0.00060363,0.00071991,0.0010227,0.00060511,0.00062162,0.00059902,-1.7225,1.0807,1.4935,0.11675,0.17857,0.0056945,0.10294,0.099723,0.058901,0.050412,0.029373,0.026431,0.068324,0.047981,0.031426,0.026768,0.057294,0.042674,0.04799,0.04113,0.09167,0.093476,0.069049,0.050028,0.11183,0.096205,0.020089,0.082322,0.063763,0.002946,0.0000031,0.0011583,0.0012245,0.00065297,0.00057465,0.00052397,0.00035154,0.00090687,0.00068582,0.00040962,0.00029625,0.0015319,0.00087276,0.00057265,0.00027883,0.00082057,0.00051566,0.00032092,0.0002346,0.00067345,0.00071167,0.0008713,0.00000513,0.00071429,-0.057897,-0.19224,0.17368,-0.066036,-0.030631,0.095589,-0.055899,0.10058,0.041669,0.050738,-0.084562,0.0085049,0.024418,0.067585,0.092569,-0.029654,0.010921,-0.064852,-0.069064,-0.069145,-0.057897,-0.19224,0.17368,-0.066036,-0.030631,0.095589,-0.055899,0.10058,0.041669,0.050738,-0.084562,0.0085049,0.024418,0.067585,0.092569,-0.029654,0.010921,-0.064852,-0.069064,-0.069145,0.14772,0.027283,0.0038685,0.15121,0.0000867,0.027162,0.0000184,0.0029823,0.00000418,5.8368,6.1202,0.83457,0.0498,0.053587,0.013252,0.002059,0.053535,0.00040508,0.056446,0.00031706,0.013627,0.0000392,0.0020027,0.00000703,Rock
2.587,1229.9,762290,-0.15763,-0.15527,-0.15405,-0.14866,-0.14357,-0.14124,-0.14212,-0.14048,-0.1349,-0.12758,-0.13115,-0.13852,-0.14336,-0.13701,-0.14821,-0.14199,-0.14678,-0.14012,-0.14537,-0.15727,-0.15975,-0.16428,-0.15163,-0.14611,-0.16756,-0.17105,-0.17313,-0.18365,-0.19528,-0.2159,-0.24669,-0.27188,-0.2302,-0.25841,-0.16502,0.00046053,0.00060677,0.00069759,0.00072539,0.00073008,0.00072115,0.000658,0.00064353,0.00044937,0.00028219,0.00043117,0.00060511,0.00042886,0.00031394,0.00053522,0.00054312,0.00045523,0.00040937,0.000565,0.00092823,0.0009648,0.00093404,0.0012272,0.001321,0.00081661,0.00058814,0.00044519,0.00047968,0.00030019,0.00063128,0.0015967,0.0016734,0.003344,0.0027255,0.00083052,-0.7509,1.5932,1.2853,0.11881,0.18563,0.0050953,0.096567,0.090742,0.06155,0.048854,0.03896,0.026444,0.050801,0.042836,0.03938,0.031309,0.07808,0.050674,0.042575,0.038623,0.099146,0.08436,0.06564,0.044107,0.06345,0.054798,0.054212,0.019688,0.058897,0.0022127,0.00000348,0.0010414,0.0013621,0.00077984,0.00055852,0.00027618,0.00023019,0.00067021,0.00047738,0.00041447,0.00019672,0.00074475,0.00067572,0.00038372,0.00033762,0.0011184,0.00044909,0.00031689,0.00040001,0.0015942,0.0019402,0.0018087,0.00093848,0.00078879,-0.090486,-0.068179,0.036583,-0.32705,0.078344,0.22409,-0.12487,-0.049054,0.14072,-0.23992,0.16099,-0.0097839,-0.056729,0.071979,-0.0090669,0.015231,-0.044897,-0.074338,-0.11231,-0.031384,-0.090486,-0.068179,0.036583,-0.32705,0.078344,0.22409,-0.12487,-0.049054,0.14072,-0.23992,0.16099,-0.0097839,-0.056729,0.071979,-0.0090669,0.015231,-0.044897,-0.074338,-0.11231,-0.031384,0.11786,0.031995,0.0066621,0.14541,0.00017516,0.02579,0.0000118,0.002819,0.00000423,6.1785,8.5242,13.695,0.075991,0.074227,0.02946,0.0080272,0.074743,0.00055368,0.068952,0.0032093,0.027722,0.0010584,0.0079782,0.00016642,Blues
3.0972,666.52,86159,-0.14771,-0.14427,-0.1363,-0.13399,-0.13311,-0.13232,-0.12921,-0.12972,-0.12839,-0.11966,-0.12023,-0.1234,-0.1156,-0.12612,-0.13014,-0.13417,-0.11629,-0.1247,-0.13673,-0.14564,-0.1428,-0.14699,-0.1572,-0.16138,-0.16779,-0.18148,-0.19795,-0.20718,-0.21982,-0.23596,-0.24483,-0.26594,-0.29673,-0.29319,-0.16256,0.00053057,0.00069266,0.00071046,0.00070917,0.00064435,0.00050004,0.00035065,0.00022104,0.00037561,0.00023583,0.00032017,0.00029956,0.0003715,0.00023285,0.00022229,0.00045311,0.00057645,0.00077731,0.00049913,0.00030123,0.00027929,0.00043272,0.0003763,0.00036061,0.00036371,0.0002926,0.00023636,0.00026331,0.00015785,0.00017805,0.00031601,0.00045564,0.00053928,0.00053579,0.00040622,-1.2231,0.85306,1.1211,0.046155,0.1671,0.0048796,0.095009,0.086569,0.061688,0.047911,0.032501,0.023907,0.049447,0.042326,0.035213,0.027796,0.05973,0.042408,0.043538,0.033438,0.063881,0.061769,0.049996,0.038806,0.087495,0.076557,0.048134,0.082216,0.056763,0.0027386,0.00000371,0.0016115,0.0014684,0.00051493,0.00046806,0.00026962,0.0002425,0.00083231,0.00056254,0.00029679,0.00020344,0.00094854,0.00058044,0.00051698,0.00041949,0.0014214,0.0010529,0.00067154,0.00040859,0.0012214,0.00084455,0.0012098,0.00000353,0.00077131,1.2682,-0.76469,0.21059,-0.38156,0.064058,0.033147,0.086965,-0.068078,-0.071144,-0.039325,-0.055992,-0.091003,0.0052085,-0.053067,-0.0038326,0.03092,-0.054468,-0.12371,-0.037817,-0.0801,1.2682,-0.76469,0.21059,-0.38156,0.064058,0.033147,0.086965,-0.068078,-0.071144,-0.039325,-0.055992,-0.091003,0.0052085,-0.053067,-0.0038326,0.03092,-0.054468,-0.12371,-0.037817,-0.0801,0.12327,0.031615,0.0066939,0.15682,0.00011958,0.022808,0.0000135,0.0021007,0.00000241,5.904,7.7695,16.378,0.038472,0.040068,0.014803,0.0042449,0.037072,0.00021588,0.041937,0.00096927,0.016337,0.00033877,0.004898,0.0000611,Classical
3.4144,459.97,16305,-0.1521,-0.1494,-0.14457,-0.12974,-0.12263,-0.11967,-0.12215,-0.11637,-0.10959,-0.11356,-0.12459,-0.1274,-0.11866,-0.1254,-0.12689,-0.14136,-0.13835,-0.14211,-0.14276,-0.14939,-0.15111,-0.14457,-0.15798,-0.16684,-0.17376,-0.18556,-0.19974,-0.21095,-0.22002,-0.23058,-0.24011,-0.26314,-0.29496,-0.29194,-0.16317,0.0002124,0.00027048,0.00023923,0.00019919,0.00023263,0.00026291,0.00032393,0.00032887,0.00033222,0.00022964,0.00041322,0.00028462,0.00040413,0.00031686,0.00020055,0.00021136,0.00034946,0.00021621,0.00024112,0.00012496,0.00023563,0.00012557,0.00013729,0.00017183,0.00010141,0.00010684,0.0000898,0.0000833,0.0000858,0.0000829,0.00019454,0.00053859,0.00042595,0.00041671,0.00024089,-1.7166,0.16252,1.1484,0.062298,0.15449,0.0051635,0.090927,0.093064,0.066119,0.052366,0.037367,0.029599,0.060057,0.051869,0.039324,0.033636,0.069633,0.052595,0.045799,0.037684,0.078456,0.070024,0.055151,0.047022,0.10244,0.074019,0.042071,0.08276,0.061318,0.003982,0.00000418,0.0013109,0.001213,0.00061875,0.00051639,0.00029194,0.00016728,0.00054451,0.00042598,0.00026179,0.0001758,0.00073558,0.00036839,0.00029518,0.00020495,0.00076621,0.00067201,0.00043422,0.00024577,0.00075924,0.00070838,0.00087964,0.000000255,0.00064926,1.1846,-0.57145,0.60849,-0.12267,0.058965,-0.049376,0.010271,-0.11958,-0.02961,0.058812,0.009073,-0.042412,0.0024992,0.060817,0.016313,-0.060216,0.025347,-0.097523,-0.11588,-0.040001,1.1846,-0.57145,0.60849,-0.12267,0.058965,-0.049376,0.010271,-0.11958,-0.02961,0.058812,0.009073,-0.042412,0.0024992,0.060817,0.016313,-0.060216,0.025347,-0.097523,-0.11588,-0.040001,0.086354,0.033959,0.012608,0.15189,0.00019753,0.02542,0.0000273,0.0030912,0.00000877,6.9113,14.522,43.81,0.030218,0.01834,0.0090431,0.004254,0.030204,0.0000204,0.015031,0.00046191,0.0064653,0.00017856,0.0026993,0.0000358,Classical
2.6216,271.36,52938,-0.1165,-0.10643,-0.080722,-0.071562,-0.071441,-0.079059,-0.10347,-0.13824,-0.14077,-0.12841,-0.12468,-0.12574,-0.13204,-0.15068,-0.15701,-0.1568,-0.16184,-0.18116,-0.18099,-0.17487,-0.17543,-0.18085,-0.17678,-0.19321,-0.1953,-0.20817,-0.20825,-0.21215,-0.22431,-0.22758,-0.22609,-0.22821,-0.23208,-0.25466,-0.16251,0.00054829,0.00067572,0.00033768,0.00028065,0.00050279,0.0004019,0.00034658,0.00095022,0.00039763,0.0004937,0.0004697,0.00060904,0.00043928,0.0003735,0.00091765,0.00077956,0.00053106,0.00044555,0.0004741,0.00041815,0.00038414,0.00031197,0.00043883,0.00028978,0.00028135,0.00035082,0.00038668,0.00041158,0.00047332,0.00050269,0.00058468,0.00074657,0.00067199,0.00078312,0.0005003,-3.0909,0.19789,1.0992,0.23498,0.16391,0.0045125,0.098101,0.089411,0.059425,0.050266,0.038131,0.028672,0.059047,0.059097,0.043148,0.037383,0.091517,0.060792,0.060569,0.048544,0.11229,0.091891,0.072492,0.064277,0.12347,0.10514,0.079093,0.064334,0.071063,0.0031839,0.00000376,0.0010554,0.0013789,0.00071887,0.00061179,0.00040903,0.00024181,0.00066106,0.00046776,0.0003516,0.00018204,0.0006014,0.00049375,0.00040552,0.0002337,0.0003594,0.0003549,0.00027412,0.00017567,0.00018444,0.00013177,0.00011439,0.00014852,0.00053098,0.82971,0.37793,0.53002,0.21916,-0.042758,0.093972,0.14193,0.17087,0.11521,0.047832,-0.029907,0.058069,0.088378,-0.02175,0.11248,0.061757,-0.036054,0.0050685,-0.067783,-0.058043,0.82971,0.37793,0.53002,0.21916,-0.042758,0.093972,0.14193,0.17087,0.11521,0.047832,-0.029907,0.058069,0.088378,-0.02175,0.11248,0.061757,-0.036054,0.0050685,-0.067783,-0.058043,0.19116,0.016014,0,0.19684,0.00066868,0.01502,0.0000578,0.0001034,0.000000107,2.4601,2.4861,0.066836,0.024866,0.043655,0.010866,0,0.023592,0.0000622,0.043614,0.0000641,0.009981,0.0000232,0,0,Pop
